Wavelength,Intensity
3.147044455300439949e+03,8.935694098472595215e-01
3.145578895945285694e+03,8.935694098472595215e-01
3.144113336590131894e+03,8.935694098472595215e-01
3.142647777234978093e+03,8.935694098472595215e-01
3.141182217879824293e+03,6.110025644302368164e-01
3.139716658524670493e+03,6.640494465827941895e-01
3.138251099169516237e+03,8.568042516708374023e-01
3.136785539814362437e+03,8.935694098472595215e-01
3.135319980459208637e+03,8.935694098472595215e-01
3.133854421104054836e+03,8.935694098472595215e-01
3.132388861748901036e+03,7.181469202041625977e-01
3.130923302393746781e+03,6.367381811141967773e-01
3.129457743038592980e+03,7.937779426574707031e-01
3.127992183683439180e+03,8.935694098472595215e-01
3.126526624328285379e+03,8.935694098472595215e-01
3.125061064973131579e+03,8.935694098472595215e-01
3.123595505617977324e+03,8.184633255004882812e-01
3.122129946262823523e+03,6.141538619995117188e-01
3.120664386907669723e+03,7.228738665580749512e-01
3.119198827552515922e+03,8.935694098472595215e-01
3.117733268197362122e+03,8.935694098472595215e-01
3.116267708842207867e+03,8.935694098472595215e-01
3.114802149487054521e+03,8.935694098472595215e-01
3.113336590131900266e+03,6.383138895034790039e-01
3.111871030776746466e+03,6.745536923408508301e-01
3.110405471421592665e+03,8.499763607978820801e-01
3.108939912066438865e+03,8.935694098472595215e-01
3.107474352711285064e+03,8.935694098472595215e-01
3.106008793356130809e+03,8.935694098472595215e-01
3.104543234000977009e+03,7.212981581687927246e-01
3.103077674645823208e+03,6.398894786834716797e-01
3.101612115290669408e+03,7.922022938728332520e-01
3.100146555935515607e+03,8.935694098472595215e-01
3.098680996580361352e+03,8.935694098472595215e-01
3.097215437225207552e+03,8.942696452140808105e-01
3.095749877870053751e+03,8.153119683265686035e-01
3.094284318514899951e+03,6.096019744873046875e-01
3.092818759159746151e+03,7.262002825736999512e-01
3.091353199804591895e+03,8.890174031257629395e-01
3.089887640449438095e+03,8.897176980972290039e-01
3.088422081094284295e+03,8.897176980972290039e-01
3.086956521739130494e+03,8.718605637550354004e-01
3.085490962383976694e+03,6.444413661956787109e-01
3.084025403028822439e+03,6.775299310684204102e-01
3.082559843673669093e+03,8.431484699249267578e-01
3.081094284318514838e+03,8.897176980972290039e-01
3.079628724963361037e+03,8.911182284355163574e-01
3.078163165608207237e+03,8.851660490036010742e-01
3.076697606253053436e+03,7.279509902000427246e-01
3.075232046897899636e+03,6.460170149803161621e-01
3.073766487542745381e+03,8.662580251693725586e-01
3.072300928187591580e+03,1.038879513740539551e+00
3.070835368832437780e+03,1.037478685379028320e+00
3.069369809477283980e+03,1.002114176750183105e+00
3.067904250122130179e+03,9.718265533447265625e-01
3.066438690766975924e+03,7.328529953956604004e-01
3.064973131411822123e+03,7.794221043586730957e-01
3.063507572056668323e+03,8.830652236938476562e-01
3.062042012701514523e+03,8.925189971923828125e-01
3.060576453346360722e+03,8.928691148757934570e-01
3.059110893991206467e+03,8.599554896354675293e-01
3.057645334636052667e+03,6.608982086181640625e-01
3.056179775280898866e+03,6.850581169128417969e-01
3.054714215925745066e+03,8.466498255729675293e-01
3.053248656570591265e+03,8.939195275306701660e-01
3.051783097215437010e+03,8.925189971923828125e-01
3.050317537860283210e+03,8.764123916625976562e-01
3.048851978505129409e+03,7.342535257339477539e-01
3.047386419149975609e+03,6.297352910041809082e-01
3.045920859794821808e+03,8.011310696601867676e-01
3.044455300439667553e+03,8.932192325592041016e-01
3.042989741084514208e+03,8.942696452140808105e-01
3.041524181729359952e+03,8.939195275306701660e-01
3.040058622374206152e+03,8.151369094848632812e-01
3.038593063019052352e+03,6.085515618324279785e-01
3.037127503663898551e+03,7.405560612678527832e-01
3.035661944308744751e+03,9.054744839668273926e-01
3.034196384953590496e+03,1.003864884376525879e+00
3.032730825598436695e+03,1.074594140052795410e+00
3.031265266243282895e+03,1.094377398490905762e+00
3.029799706888129094e+03,9.756782650947570801e-01
3.028334147532975294e+03,1.082997322082519531e+00
3.026868588177821039e+03,1.340703964233398438e+00
3.025403028822667238e+03,1.448548674583435059e+00
3.023937469467513438e+03,1.394276261329650879e+00
3.022471910112359637e+03,1.223755836486816406e+00
3.021006350757205837e+03,9.557200074195861816e-01
3.019540791402051582e+03,9.221059083938598633e-01
3.018075232046897781e+03,1.358561396598815918e+00
3.016609672691743981e+03,1.487064599990844727e+00
3.015144113336590181e+03,1.256669402122497559e+00
3.013678553981436380e+03,1.025223851203918457e+00
3.012212994626282125e+03,9.874081611633300781e-01
3.010747435271128779e+03,9.207053184509277344e-01
3.009281875915974524e+03,1.104356288909912109e+00
3.007816316560820724e+03,1.129917263984680176e+00
3.006350757205666923e+03,9.748029112815856934e-01
3.004885197850513123e+03,1.788188815116882324e+00
3.003419638495359322e+03,2.993912220001220703e+00
3.001954079140205067e+03,3.676169395446777344e+00
3.000488519785051267e+03,3.367691516876220703e+00
2.999022960429897466e+03,2.564109563827514648e+00
2.997557401074743666e+03,2.668102502822875977e+00
2.996091841719589866e+03,2.828118562698364258e+00
2.994626282364435610e+03,2.743033647537231445e+00
2.993160723009281810e+03,2.219042062759399414e+00
2.991695163654128010e+03,1.498969793319702148e+00
2.990229604298974209e+03,1.104531407356262207e+00
2.988764044943820409e+03,9.625478982925415039e-01
2.987298485588666153e+03,1.014019131660461426e+00
2.985832926233512353e+03,1.033277034759521484e+00
2.984367366878358553e+03,8.783379793167114258e-01
2.982901807523204752e+03,6.736782193183898926e-01
2.981436248168050952e+03,8.333443999290466309e-01
2.979970688812896697e+03,1.154427289962768555e+00
2.978505129457743351e+03,1.308841109275817871e+00
2.977039570102589096e+03,1.278028130531311035e+00
2.975574010747435295e+03,1.126590609550476074e+00
2.974108451392281495e+03,8.711599707603454590e-01
2.972642892037127240e+03,9.450405836105346680e-01
2.971177332681973894e+03,1.461153984069824219e+00
2.969711773326819639e+03,1.852090597152709961e+00
2.968246213971665838e+03,1.720786094665527344e+00
2.966780654616512038e+03,1.870648384094238281e+00
2.965315095261357783e+03,2.889919042587280273e+00
2.963849535906204437e+03,4.170573234558105469e+00
2.962383976551050182e+03,6.354953289031982422e+00
2.960918417195896382e+03,8.063132286071777344e+00
2.959452857840742581e+03,9.559123039245605469e+00
2.957987298485588781e+03,1.115368556976318359e+01
2.956521739130434980e+03,1.210678005218505859e+01
2.955056179775280725e+03,1.365320396423339844e+01
2.953590620420127379e+03,1.538116836547851562e+01
2.952125061064973124e+03,1.645155715942382812e+01
2.950659501709819324e+03,1.823045921325683594e+01
2.949193942354665523e+03,2.048994064331054688e+01
2.947728382999511268e+03,2.196808624267578125e+01
2.946262823644357923e+03,2.177182769775390625e+01
2.944797264289203667e+03,2.084412384033203125e+01
2.943331704934049867e+03,1.772853469848632812e+01
2.941866145578896067e+03,1.543175315856933594e+01
2.940400586223741811e+03,2.130875968933105469e+01
2.938935026868588466e+03,2.294797706604003906e+01
2.937469467513434211e+03,1.688852691650390625e+01
2.936003908158280410e+03,9.335024833679199219e+00
2.934538348803126610e+03,7.863724231719970703e+00
2.933072789447972355e+03,1.164248847961425781e+01
2.931607230092819009e+03,1.641461181640625000e+01
2.930141670737664754e+03,1.924991607666015625e+01
2.928676111382510953e+03,1.962981033325195312e+01
2.927210552027357153e+03,1.705940437316894531e+01
2.925744992672203352e+03,1.286799240112304688e+01
2.924279433317049552e+03,7.976298809051513672e+00
2.922813873961895297e+03,5.189661502838134766e+00
2.921348314606741496e+03,1.230768585205078125e+01
2.919882755251587696e+03,1.182431030273437500e+01
2.918417195896433896e+03,3.176676750183105469e+00
2.916951636541280095e+03,2.702767610549926758e+00
2.915486077186125840e+03,4.351772785186767578e+00
2.914020517830972494e+03,5.486066341400146484e+00
2.912554958475818239e+03,7.125969409942626953e+00
2.911089399120664439e+03,8.779003143310546875e+00
2.909623839765510638e+03,9.375474929809570312e+00
2.908158280410356383e+03,8.639470100402832031e+00
2.906692721055203037e+03,6.672181129455566406e+00
2.905227161700048782e+03,6.227147102355957031e+00
2.903761602344894982e+03,1.271427822113037109e+01
2.902296042989741181e+03,2.068585968017578125e+01
2.900830483634586926e+03,2.950670051574707031e+01
2.899364924279433581e+03,3.774940490722656250e+01
2.897899364924279325e+03,4.204401397705078125e+01
2.896433805569125525e+03,3.910977554321289062e+01
2.894968246213971725e+03,2.791460990905761719e+01
2.893502686858817924e+03,1.732253646850585938e+01
2.892037127503664124e+03,1.394610309600830078e+01
2.890571568148509868e+03,1.105861759185791016e+01
2.889106008793356068e+03,1.104409313201904297e+01
2.887640449438202268e+03,9.922228813171386719e+00
2.886174890083048467e+03,9.429224014282226562e+00
2.884709330727894667e+03,1.621608924865722656e+01
2.883243771372740412e+03,2.517753028869628906e+01
2.881778212017587066e+03,3.204666137695312500e+01
2.880312652662432811e+03,3.346088790893554688e+01
2.878847093307279010e+03,2.779643249511718750e+01
2.877381533952125210e+03,2.062633895874023438e+01
2.875915974596970955e+03,1.499616432189941406e+01
2.874450415241817609e+03,1.292962074279785156e+01
2.872984855886663354e+03,9.925022125244140625e+00
2.871519296531509553e+03,7.019173145294189453e+00
2.870053737176355753e+03,5.193171501159667969e+00
2.868588177821201498e+03,4.143437385559082031e+00
2.867122618466048152e+03,3.612443208694458008e+00
2.865657059110893897e+03,3.152703046798706055e+00
2.864191499755740097e+03,2.670728445053100586e+00
2.862725940400586296e+03,2.151639223098754883e+00
2.861260381045432041e+03,1.722186684608459473e+00
2.859794821690278695e+03,1.651457786560058594e+00
2.858329262335124440e+03,1.399878501892089844e+00
2.856863702979970640e+03,1.191192388534545898e+00
2.855398143624816839e+03,1.115210890769958496e+00
2.853932584269663039e+03,8.807889223098754883e-01
2.852467024914509238e+03,7.307521104812622070e-01
2.851001465559354983e+03,8.380712866783142090e-01
2.849535906204201638e+03,8.967206478118896484e-01
2.848070346849047382e+03,9.261328577995300293e-01
2.846604787493893582e+03,9.632481932640075684e-01
2.845139228138739782e+03,8.711599707603454590e-01
2.843673668783585526e+03,6.771799921989440918e-01
2.842208109428432181e+03,7.661165595054626465e-01
2.840742550073277926e+03,9.292841553688049316e-01
2.839276990718124125e+03,8.953201174736022949e-01
2.837811431362970325e+03,8.841154575347900391e-01
2.836345872007816070e+03,8.641573786735534668e-01
2.834880312652662724e+03,6.201063990592956543e-01
2.833414753297508469e+03,6.484680771827697754e-01
2.831949193942354668e+03,9.292841553688049316e-01
2.830483634587200868e+03,9.947612881660461426e-01
2.829018075232046613e+03,9.709513187408447266e-01
2.827552515876893267e+03,9.089756608009338379e-01
2.826086956521739012e+03,7.083427309989929199e-01
2.824621397166585211e+03,6.201064586639404297e-01
2.823155837811431411e+03,7.858998179435729980e-01
2.821690278456277611e+03,8.869165778160095215e-01
2.820224719101123810e+03,8.855160474777221680e-01
2.818759159745969555e+03,8.844655752182006836e-01
2.817293600390815755e+03,8.076090216636657715e-01
2.815828041035661954e+03,6.321862936019897461e-01
2.814362481680508154e+03,7.316274046897888184e-01
2.812896922325354353e+03,9.005721807479858398e-01
2.811431362970200098e+03,8.858661651611328125e-01
2.809965803615046752e+03,8.872666954994201660e-01
2.808500244259892497e+03,9.163288474082946777e-01
2.807034684904738697e+03,6.474176049232482910e-01
2.805569125549584896e+03,6.743787527084350586e-01
2.804103566194430641e+03,8.494511842727661133e-01
2.802638006839277296e+03,8.806139230728149414e-01
2.801172447484123040e+03,8.806139230728149414e-01
2.799706888128969240e+03,8.806139230728149414e-01
2.798241328773815439e+03,7.146453261375427246e-01
2.796775769418661184e+03,6.677258014678955078e-01
2.795310210063507839e+03,8.412227034568786621e-01
2.793844650708353583e+03,9.257825613021850586e-01
2.792379091353199783e+03,9.044237136840820312e-01
2.790913531998045983e+03,9.040737152099609375e-01
2.789447972642892182e+03,8.491008281707763672e-01
2.787982413287738382e+03,6.498686075210571289e-01
2.786516853932584127e+03,7.452830076217651367e-01
2.785051294577430326e+03,9.016225934028625488e-01
2.783585735222276526e+03,8.911182284355163574e-01
2.782120175867122725e+03,8.897176980972290039e-01
2.780654616511968925e+03,8.883171081542968750e-01
2.779189057156814670e+03,6.332367658615112305e-01
2.777723497801661324e+03,6.598476767539978027e-01
2.776257938446507069e+03,8.429734110832214355e-01
2.774792379091353268e+03,9.002220630645751953e-01
2.773326819736199468e+03,9.306846857070922852e-01
2.771861260381045213e+03,9.376875162124633789e-01
2.770395701025891867e+03,7.496599555015563965e-01
2.768930141670737612e+03,6.300854086875915527e-01
2.767464582315583812e+03,7.790719866752624512e-01
2.765999022960430011e+03,9.121269583702087402e-01
2.764533463605275756e+03,9.345362186431884766e-01
2.763067904250122410e+03,9.233316183090209961e-01
2.761602344894968155e+03,8.216147422790527344e-01
2.760136785539814355e+03,6.001480817794799805e-01
2.758671226184660554e+03,7.078174948692321777e-01
2.757205666829506299e+03,8.823647499084472656e-01
2.755740107474352953e+03,8.816645145416259766e-01
2.754274548119198698e+03,8.813143372535705566e-01
2.752808988764044898e+03,8.732609748840332031e-01
2.751343429408891097e+03,6.395394206047058105e-01
2.749877870053737297e+03,6.650998592376708984e-01
2.748412310698583497e+03,8.326442837715148926e-01
2.746946751343429241e+03,8.813143372535705566e-01
2.745481191988275896e+03,8.806140422821044922e-01
2.744015632633121641e+03,8.806140422821044922e-01
2.742550073277967840e+03,7.247996330261230469e-01
2.741084513922814040e+03,6.216820478439331055e-01
2.739618954567659785e+03,7.745201587677001953e-01
2.738153395212506439e+03,8.809642195701599121e-01
2.736687835857352184e+03,8.816645145416259766e-01
2.735222276502198383e+03,9.184296727180480957e-01
2.733756717147044583e+03,8.907682895660400391e-01
2.732291157791890328e+03,6.729781627655029297e-01
2.730825598436736982e+03,7.682176232337951660e-01
2.729360039081582727e+03,9.180796742439270020e-01
2.727894479726428926e+03,9.299844503402709961e-01
2.726428920371275126e+03,9.324353337287902832e-01
2.724963361016120871e+03,9.124772548675537109e-01
2.723497801660967525e+03,6.908354759216308594e-01
2.722032242305813270e+03,6.836575269699096680e-01
2.720566682950659469e+03,8.443741202354431152e-01
2.719101123595505669e+03,8.949699401855468750e-01
2.717635564240351869e+03,8.918187022209167480e-01
2.716170004885198068e+03,8.862164616584777832e-01
2.714704445530043813e+03,7.638407945632934570e-01
2.713238886174890013e+03,6.538952589035034180e-01
2.711773326819736212e+03,8.436737060546875000e-01
2.710307767464582412e+03,9.912596344947814941e-01
2.708842208109428611e+03,1.138845682144165039e+00
2.707376648754274356e+03,1.543962836265563965e+00
2.705911089399121011e+03,1.922119617462158203e+00
2.704445530043966755e+03,1.998626470565795898e+00
2.702979970688812955e+03,2.142710685729980469e+00
2.701514411333659154e+03,2.177025079727172852e+00
2.700048851978504899e+03,1.788889408111572266e+00
2.698583292623351554e+03,1.398653030395507812e+00
2.697117733268197298e+03,1.724812984466552734e+00
2.695652173913043498e+03,1.819876790046691895e+00
2.694186614557889698e+03,1.836508989334106445e+00
2.692721055202735442e+03,1.980594038963317871e+00
2.691255495847582097e+03,1.734091639518737793e+00
2.689789936492427842e+03,1.339653849601745605e+00
2.688324377137274041e+03,1.698202371597290039e+00
2.686858817782120241e+03,1.859794020652770996e+00
2.685393258426966440e+03,1.775234222412109375e+00
2.683927699071812640e+03,1.948379874229431152e+00
2.682462139716658385e+03,1.755450606346130371e+00
2.680996580361504584e+03,1.389899492263793945e+00
2.679531021006350784e+03,1.796417713165283203e+00
2.678065461651196983e+03,2.231472253799438477e+00
2.676599902296043183e+03,2.381859302520751953e+00
2.675134342940888928e+03,2.715547561645507812e+00
2.673668783585735582e+03,2.703292608261108398e+00
2.672203224230581327e+03,2.325136184692382812e+00
2.670737664875427527e+03,1.813749551773071289e+00
2.669272105520273726e+03,1.542037487030029297e+00
2.667806546165119471e+03,1.703453898429870605e+00
2.666340986809966125e+03,1.991448163986206055e+00
2.664875427454811870e+03,2.132031202316284180e+00
2.663409868099658070e+03,2.111372709274291992e+00
2.661944308744504269e+03,1.988472223281860352e+00
2.660478749389350014e+03,1.796417713165283203e+00
2.659013190034196668e+03,1.606814384460449219e+00
2.657547630679042413e+03,1.491441607475280762e+00
2.656082071323888613e+03,1.734791994094848633e+00
2.654616511968734812e+03,1.934374332427978516e+00
2.653150952613580557e+03,2.699616193771362305e+00
2.651685393258427212e+03,3.124691724777221680e+00
2.650219833903272956e+03,3.531034708023071289e+00
2.648754274548119156e+03,3.514754295349121094e+00
2.647288715192965356e+03,3.834609985351562500e+00
2.645823155837811555e+03,3.457153558731079102e+00
2.644357596482657755e+03,4.336367130279541016e+00
2.642892037127503500e+03,4.547678470611572266e+00
2.641426477772350154e+03,3.670916318893432617e+00
2.639960918417195899e+03,2.411271572113037109e+00
2.638495359062042098e+03,1.754050135612487793e+00
2.637029799706888298e+03,1.839135527610778809e+00
2.635564240351734043e+03,1.799919128417968750e+00
2.634098680996580697e+03,1.672641277313232422e+00
2.632633121641426442e+03,1.843512296676635742e+00
2.631167562286272641e+03,1.996875643730163574e+00
2.629702002931118841e+03,2.098592758178710938e+00
2.628236443575964586e+03,2.507561683654785156e+00
2.626770884220811240e+03,2.419325113296508789e+00
2.625305324865656985e+03,3.944028615951538086e+00
2.623839765510503184e+03,4.468547344207763672e+00
2.622374206155349384e+03,4.063780307769775391e+00
2.620908646800195129e+03,3.499171018600463867e+00
2.619443087445041783e+03,2.238650560379028320e+00
2.617977528089887528e+03,3.233235597610473633e+00
2.616511968734733728e+03,4.045570850372314453e+00
2.615046409379579927e+03,3.911991357803344727e+00
2.613580850024426127e+03,3.041707038879394531e+00
2.612115290669272326e+03,2.300100326538085938e+00
2.610649731314118071e+03,2.121526479721069336e+00
2.609184171958964271e+03,2.310430049896240234e+00
2.607718612603810470e+03,2.316557407379150391e+00
2.606253053248656670e+03,2.321109294891357422e+00
2.604787493893502869e+03,2.279616832733154297e+00
2.603321934538348614e+03,1.971139311790466309e+00
2.601856375183195269e+03,1.660211443901062012e+00
2.600390815828041013e+03,1.960460186004638672e+00
2.598925256472887213e+03,2.128004550933837891e+00
2.597459697117733413e+03,1.476034879684448242e+00
2.595994137762579157e+03,1.217453122138977051e+00
2.594528578407425812e+03,1.115035772323608398e+00
2.593063019052271557e+03,9.618476033210754395e-01
2.591597459697117756e+03,1.932974696159362793e+00
2.590131900341963956e+03,3.895709991455078125e+00
2.588666340986809701e+03,3.708733320236206055e+00
2.587200781631656355e+03,2.304826736450195312e+00
2.585735222276502100e+03,2.228145122528076172e+00
2.584269662921348299e+03,3.508624553680419922e+00
2.582804103566194499e+03,3.910941600799560547e+00
2.581338544211040698e+03,4.779650211334228516e+00
2.579872984855886898e+03,4.425127983093261719e+00
2.578407425500732643e+03,3.470284461975097656e+00
2.576941866145578842e+03,3.457153320312500000e+00
2.575476306790425042e+03,2.964500188827514648e+00
2.574010747435271242e+03,2.727627992630004883e+00
2.572545188080117441e+03,2.893071174621582031e+00
2.571079628724963186e+03,2.977105855941772461e+00
2.569614069369809840e+03,3.050636529922485352e+00
2.568148510014655585e+03,3.265974521636962891e+00
2.566682950659501785e+03,3.315346002578735352e+00
2.565217391304347984e+03,2.795730590820312500e+00
2.563751831949193729e+03,2.444885730743408203e+00
2.562286272594040383e+03,2.094040632247924805e+00
2.560820713238886128e+03,2.549753189086914062e+00
2.559355153883732328e+03,4.174075126647949219e+00
2.557889594528578527e+03,5.038758754730224609e+00
2.556424035173424272e+03,4.775449275970458984e+00
2.554958475818270927e+03,5.093904972076416016e+00
2.553492916463116671e+03,3.903063058853149414e+00
2.552027357107962871e+03,4.243752956390380859e+00
2.550561797752809071e+03,3.359989404678344727e+00
2.549096238397654815e+03,2.484802246093750000e+00
2.547630679042501470e+03,2.189805030822753906e+00
2.546165119687347214e+03,2.124853134155273438e+00
2.544699560332193414e+03,2.507211208343505859e+00
2.543234000977039614e+03,4.554505825042724609e+00
2.541768441621885813e+03,6.308207511901855469e+00
2.540302882266732013e+03,6.273192405700683594e+00
2.538837322911577758e+03,6.292101383209228516e+00
2.537371763556424412e+03,4.225020408630371094e+00
2.535906204201270157e+03,3.521930694580078125e+00
2.534440644846116356e+03,3.541178226470947266e+00
2.532975085490962556e+03,1.135916709899902344e+01
2.531509526135808301e+03,1.306892108917236328e+01
2.530043966780654955e+03,4.352282047271728516e+00
2.528578407425500700e+03,4.082337379455566406e+00
2.527112848070346899e+03,5.493768692016601562e+00
2.525647288715193099e+03,5.493771076202392578e+00
2.524181729360038844e+03,4.764242649078369141e+00
2.522716170004885498e+03,4.592497348785400391e+00
2.521250610649731243e+03,4.809763431549072266e+00
2.519785051294577443e+03,4.619808197021484375e+00
2.518319491939423642e+03,4.244103431701660156e+00
2.516853932584269387e+03,4.136259555816650391e+00
2.515388373229116041e+03,4.288396358489990234e+00
2.513922813873961786e+03,4.560633659362792969e+00
2.512457254518807986e+03,4.906578063964843750e+00
2.510991695163654185e+03,4.832346916198730469e+00
2.509526135808500385e+03,3.503898382186889648e+00
2.508060576453346584e+03,1.861194372177124023e+00
2.506595017098192329e+03,9.250822663307189941e-01
2.505129457743038529e+03,9.044238924980163574e-01
2.503663898387884728e+03,1.445572614669799805e+00
2.502198339032730928e+03,2.523668289184570312e+00
2.500732779677577128e+03,3.261072874069213867e+00
2.499267220322422872e+03,4.676706314086914062e+00
2.497801660967269527e+03,4.425828456878662109e+00
2.496336101612115272e+03,3.651133298873901367e+00
2.494870542256961471e+03,2.953120708465576172e+00
2.493404982901807671e+03,3.069718360900878906e+00
2.491939423546653416e+03,2.885542869567871094e+00
2.490473864191500070e+03,2.880115747451782227e+00
2.489008304836345815e+03,3.893259525299072266e+00
2.487542745481192014e+03,4.973980903625488281e+00
2.486077186126038214e+03,5.530009746551513672e+00
2.484611626770883959e+03,5.515649318695068359e+00
2.483146067415730613e+03,5.913769245147705078e+00
2.481680508060576358e+03,4.565536022186279297e+00
2.480214948705422557e+03,3.406908750534057617e+00
2.478749389350268757e+03,2.273838996887207031e+00
2.477283829995114957e+03,2.219917058944702148e+00
2.475818270639961156e+03,2.210113048553466797e+00
2.474352711284806901e+03,2.215715408325195312e+00
2.472887151929653101e+03,1.948205351829528809e+00
2.471421592574499300e+03,2.036791086196899414e+00
2.469956033219345500e+03,2.412321567535400391e+00
2.468490473864191699e+03,3.298012495040893555e+00
2.467024914509037444e+03,3.945604801177978516e+00
2.465559355153884098e+03,3.909890890121459961e+00
2.464093795798729843e+03,2.512813091278076172e+00
2.462628236443576043e+03,2.166695356369018555e+00
2.461162677088422242e+03,1.735492229461669922e+00
2.459697117733267987e+03,1.255443692207336426e+00
2.458231558378114642e+03,8.998718857765197754e-01
2.456765999022960386e+03,8.935694098472595215e-01
2.455300439667806586e+03,8.284424543380737305e-01
2.453834880312652786e+03,6.110025644302368164e-01
2.452369320957498530e+03,1.014894485473632812e+00
2.450903761602345185e+03,2.855779409408569336e+00
2.449438202247190929e+03,3.925122261047363281e+00
2.447972642892037129e+03,3.925122261047363281e+00
2.446507083536883329e+03,3.284356355667114258e+00
2.445041524181729073e+03,1.529081940650939941e+00
2.443575964826575728e+03,2.173523426055908203e+00
2.442110405471421473e+03,3.236037492752075195e+00
2.440644846116267672e+03,3.576203107833862305e+00
2.439179286761113872e+03,3.034879446029663086e+00
2.437713727405960071e+03,2.484627246856689453e+00
2.436248168050806271e+03,1.814274668693542480e+00
2.434782608695652016e+03,1.378869652748107910e+00
2.433317049340498670e+03,1.523829817771911621e+00
2.431851489985344415e+03,1.766479849815368652e+00
2.430385930630190614e+03,2.015432357788085938e+00
2.428920371275036814e+03,2.618381500244140625e+00
2.427454811919882559e+03,3.544689178466796875e+00
2.425989252564729213e+03,4.551880359649658203e+00
2.424523693209574958e+03,3.951032638549804688e+00
2.423058133854421158e+03,2.405845403671264648e+00
2.421592574499267357e+03,1.415459990501403809e+00
2.420127015144113102e+03,1.416510581970214844e+00
2.418661455788959756e+03,1.417911171913146973e+00
2.417195896433805501e+03,1.629923462867736816e+00
2.415730337078651701e+03,2.392012596130371094e+00
2.414264777723497900e+03,3.001615285873413086e+00
2.412799218368343645e+03,3.517728328704833984e+00
2.411333659013190299e+03,3.619446039199829102e+00
2.409868099658036044e+03,3.271576166152954102e+00
2.408402540302882244e+03,2.606652259826660156e+00
2.406936980947728443e+03,1.786963105201721191e+00
2.405471421592574643e+03,1.820751905441284180e+00
2.404005862237420843e+03,2.195582389831542969e+00
2.402540302882266587e+03,3.986045837402343750e+00
2.401074743527112787e+03,4.365952968597412109e+00
2.399609184171958987e+03,3.688597917556762695e+00
2.398143624816805186e+03,1.570749282836914062e+00
2.396678065461651386e+03,1.727788805961608887e+00
2.395212506106497131e+03,2.016482830047607422e+00
2.393746946751343785e+03,2.255456686019897461e+00
2.392281387396189530e+03,2.462041854858398438e+00
2.390815828041035729e+03,2.557981967926025391e+00
2.389350268685881929e+03,1.924220323562622070e+00
2.387884709330727674e+03,1.722186684608459473e+00
2.386419149975574328e+03,1.902161717414855957e+00
2.384953590620420073e+03,1.866096615791320801e+00
2.383488031265266272e+03,1.635526061058044434e+00
2.382022471910112472e+03,2.576014280319213867e+00
2.380556912554958217e+03,3.404105901718139648e+00
2.379091353199804871e+03,3.723439455032348633e+00
2.377625793844650616e+03,3.603864192962646484e+00
2.376160234489496816e+03,2.927908897399902344e+00
2.374694675134343015e+03,2.358049392700195312e+00
2.373229115779189215e+03,2.000376701354980469e+00
2.371763556424035414e+03,1.706254959106445312e+00
2.370297997068881159e+03,1.439970135688781738e+00
2.368832437713727359e+03,1.939276456832885742e+00
2.367366878358573558e+03,2.656198263168334961e+00
2.365901319003419758e+03,2.939815044403076172e+00
2.364435759648265957e+03,2.587919950485229492e+00
2.362970200293111702e+03,2.390788078308105469e+00
2.361504640937958357e+03,2.208362817764282227e+00
2.360039081582804101e+03,2.229371547698974609e+00
2.358573522227650301e+03,1.951181411743164062e+00
2.357107962872496500e+03,1.776809573173522949e+00
2.355642403517342245e+03,1.806046128273010254e+00
2.354176844162188900e+03,1.820927858352661133e+00
2.352711284807034644e+03,1.997750639915466309e+00
2.351245725451880844e+03,1.987071514129638672e+00
2.349780166096727044e+03,3.390275478363037109e+00
2.348314606741572788e+03,3.895359992980957031e+00
2.346849047386419443e+03,3.693851947784423828e+00
2.345383488031265188e+03,3.513002157211303711e+00
2.343917928676111387e+03,1.531533002853393555e+00
2.342452369320957587e+03,1.967988848686218262e+00
2.340986809965803332e+03,3.624523878097534180e+00
2.339521250610649986e+03,4.168647289276123047e+00
2.338055691255495731e+03,2.666703462600708008e+00
2.336590131900341930e+03,1.508073329925537109e+00
2.335124572545188130e+03,1.360662341117858887e+00
2.333659013190034329e+03,7.753954529762268066e-01
2.332193453834880529e+03,6.710522770881652832e-01
2.330727894479726274e+03,8.441988825798034668e-01
2.329262335124572928e+03,8.900678157806396484e-01
2.327796775769418673e+03,2.317431926727294922e+00
2.326331216414264873e+03,3.085825204849243164e+00
2.324865657059111072e+03,3.023849964141845703e+00
2.323400097703956817e+03,2.577415227890014648e+00
2.321934538348803471e+03,2.050622463226318359e+00
2.320468978993649216e+03,2.014907121658325195e+00
2.319003419638495416e+03,1.904786705970764160e+00
2.317537860283341615e+03,2.036790847778320312e+00
2.316072300928187360e+03,3.422313928604125977e+00
2.314606741573034014e+03,3.700854301452636719e+00
2.313141182217879759e+03,3.184040784835815430e+00
2.311675622862725959e+03,2.139208793640136719e+00
2.310210063507572158e+03,2.057625532150268555e+00
2.308744504152417903e+03,1.894107818603515625e+00
2.307278944797264558e+03,1.665113329887390137e+00
2.305813385442110302e+03,1.712032437324523926e+00
2.304347826086956502e+03,2.803083181381225586e+00
2.302882266731802702e+03,3.672142744064331055e+00
2.301416707376648901e+03,4.278767585754394531e+00
2.299951148021495101e+03,3.597035884857177734e+00
2.298485588666340846e+03,2.598599195480346680e+00
2.297020029311187045e+03,2.449086904525756836e+00
2.295554469956033245e+03,2.891144514083862305e+00
